Absence reason,Month,Day,Season,Transportation expense,Distance to Work,Service time,Age,Avg work load per day,Education level,Number of children,Pets,Weight,Height,Body mass index,Hours absent,Disease
28,Aug,Tue,Spring,246,25,16,41,249.797,h_school,0,0,67,170,23,1,no
28,Aug,Tue,Spring,118,10,10,37,249.797,h_school,0,0,83,172,28,5,no
28,Aug,Thr,Spring,291,31,12,40,249.797,h_school,1,1,73,171,25,2,no
28,Aug,Mon,Spring,260,50,11,36,249.797,h_school,4,0,65,168,23,3,no
28,Sep,Tue,Spring,246,25,16,41,261.756,h_school,0,0,67,170,23,1,no
28,Sep,Tue,Spring,246,25,16,41,261.756,h_school,0,0,67,170,23,1,no
28,Sep,Tue,Spring,118,10,10,37,261.756,h_school,0,0,83,172,28,3,no
23,Sep,Tue,Spring,155,12,14,34,261.756,h_school,2,0,95,196,25,2,no
28,Sep,Thr,Spring,291,31,12,40,261.756,h_school,1,1,73,171,25,2,no
23,Sep,Fri,Spring,179,26,9,30,261.756,postgrad,0,0,56,171,19,8,no
23,Sep,Fri,Spring,248,25,14,47,261.756,h_school,2,1,86,165,32,1,no
23,Sep,Mon,Spring,179,51,18,38,261.756,h_school,0,0,89,170,31,4,no
23,Sep,Wed,Spring,225,26,9,28,261.756,h_school,1,2,69,169,24,1,no
23,Sep,Mon,Spring,179,26,9,30,261.756,postgrad,0,0,56,171,19,2,no
23,Sep,Tue,Winter,369,17,12,31,261.756,h_school,3,0,70,169,25,8,no
22,Sep,Tue,Winter,361,52,3,28,261.756,h_school,1,4,80,172,27,8,no
4,Oct,Thr,Winter,289,48,29,49,284.853,h_school,0,2,108,172,36,1,yes
11,Oct,Thr,Winter,235,16,8,32,284.853,postgrad,0,0,75,178,25,3,yes
26,Oct,Fri,Winter,246,25,16,41,284.853,h_school,0,0,67,170,23,8,no
14,Oct,Wed,Winter,289,48,29,49,284.853,h_school,0,2,108,172,36,3,yes
28,Oct,Wed,Winter,291,31,12,40,284.853,h_school,1,1,73,171,25,2,no
23,Oct,Tue,Winter,118,10,10,37,284.853,h_school,0,0,83,172,28,2,no
23,Oct,Thr,Winter,289,48,29,49,284.853,h_school,0,2,108,172,36,2,no
23,Oct,Fri,Winter,291,31,12,40,284.853,h_school,1,1,73,171,25,1,no
23,Oct,Tue,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,2,no
23,Oct,Tue,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,no
23,Oct,Tue,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,3,no
23,Oct,Tue,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,4,no
26,Oct,Tue,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,no
28,Oct,Wed,Winter,179,51,18,38,284.853,h_school,0,0,89,170,31,3,no
1,Oct,Wed,Winter,228,14,16,58,284.853,h_school,2,1,65,172,22,1,yes
23,Oct,Wed,Winter,291,31,12,40,284.853,h_school,1,1,73,171,25,1,no
10,Oct,Thr,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,yes
13,Oct,Thr,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,1,yes
10,Oct,Fri,Winter,369,17,12,31,284.853,h_school,3,0,70,169,25,8,yes
10,Oct,Fri,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,3,yes
23,Oct,Mon,Winter,189,29,13,33,284.853,h_school,2,2,69,167,25,8,no
6,Oct,Mon,Winter,235,16,8,32,284.853,postgrad,0,0,75,178,25,8,yes
10,Oct,Mon,Winter,248,25,14,47,284.853,h_school,2,1,86,165,32,8,yes
0,Oct,Mon,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,0,no
13,Oct,Tue,Winter,225,26,9,28,284.853,h_school,1,2,69,169,24,3,yes
21,Nov,Tue,Winter,179,51,18,38,268.519,h_school,0,0,89,170,31,1,yes
28,Nov,Wed,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,3,no
2,Nov,Wed,Winter,330,16,4,28,268.519,graduate,0,0,84,182,25,24,yes
28,Nov,Fri,Winter,179,51,18,38,268.519,h_school,0,0,89,170,31,1,no
9,Nov,Tue,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,8,yes
24,Nov,Wed,Winter,289,36,13,33,268.519,h_school,2,1,90,172,30,8,no
1,Nov,Fri,Winter,235,16,8,32,268.519,postgrad,0,0,75,178,25,8,yes
23,Nov,Fri,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,4,no
22,Nov,Tue,Winter,361,52,3,28,268.519,h_school,1,4,80,172,27,8,no
28,Nov,Wed,Winter,291,31,12,40,268.519,h_school,1,1,73,171,25,2,no
13,Nov,Thr,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,2,yes
14,Nov,Thr,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,3,yes
28,Nov,Mon,Winter,179,51,18,38,268.519,h_school,0,0,89,170,31,1,no
23,Nov,Mon,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,8,no
8,Nov,Tue,Winter,118,10,10,37,268.519,h_school,0,0,83,172,28,8,yes
23,Nov,Tue,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,2,no
0,Nov,Tue,Winter,291,31,12,40,268.519,h_school,1,1,73,171,25,0,no
0,Nov,Wed,Winter,289,36,13,33,268.519,h_school,2,1,90,172,30,0,no
14,Nov,Thr,Winter,248,25,14,47,268.519,h_school,2,1,86,165,32,4,yes
0,Nov,Thr,Winter,235,20,13,43,268.519,h_school,1,0,106,167,38,0,no
23,Nov,Fri,Winter,225,26,9,28,268.519,h_school,1,2,69,169,24,2,no
26,Nov,Fri,Winter,369,17,12,31,268.519,h_school,3,0,70,169,25,8,no
28,Nov,Mon,Winter,361,52,3,28,268.519,h_school,1,4,80,172,27,2,no
13,Dec,Tue,Winter,179,51,18,38,280.549,h_school,0,0,89,170,31,32,yes
28,Dec,Wed,Winter,291,31,12,40,280.549,h_school,1,1,73,171,25,1,no
23,Dec,Wed,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
13,Dec,Fri,Winter,179,26,9,30,280.549,postgrad,0,0,56,171,19,1,yes
23,Dec,Fri,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
23,Dec,Wed,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
14,Dec,Thr,Winter,361,52,3,28,280.549,h_school,1,4,80,172,27,4,yes
18,Dec,Fri,Winter,179,22,17,40,280.549,graduate,2,0,63,170,22,2,yes
26,Dec,Fri,Winter,235,20,13,43,280.549,h_school,1,0,106,167,38,8,no
18,Dec,Mon,Winter,233,51,1,31,280.549,graduate,1,8,68,178,21,8,yes
13,Dec,Tue,Winter,179,26,9,30,280.549,postgrad,0,0,56,171,19,16,yes
23,Dec,Tue,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,2,no
23,Dec,Thr,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,3,no
23,Dec,Mon,Winter,225,26,9,28,280.549,h_school,1,2,69,169,24,2,no
18,Dec,Tue,Summer,155,12,14,34,280.549,h_school,2,0,95,196,25,80,yes
12,Jan,Mon,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,24,yes
12,Jan,Thr,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,16,yes
25,Jan,Thr,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,2,no
25,Jan,Fri,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,2,no
13,Jan,Mon,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,3,yes
25,Jan,Wed,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,2,no
10,Jan,Thr,Summer,289,48,29,49,313.532,h_school,0,2,108,172,36,8,yes
18,Jan,Fri,Summer,179,22,17,40,313.532,graduate,2,0,63,170,22,3,yes
27,Jan,Mon,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,2,no
18,Jan,Tue,Summer,155,12,14,34,313.532,h_school,2,0,95,196,25,8,yes
27,Jan,Wed,Summer,179,26,9,30,313.532,postgrad,0,0,56,171,19,2,no
27,Jan,Wed,Summer,179,51,18,38,313.532,h_school,0,0,89,170,31,3,no
13,Jan,Wed,Summer,289,36,13,33,313.532,h_school,2,1,90,172,30,8,yes
27,Jan,Thr,Summer,179,51,18,38,313.532,h_school,0,0,89,170,31,3,no
27,Jan,Fri,Summer,179,51,18,38,313.532,h_school,0,0,89,170,31,2,no
13,Feb,Tue,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,8,yes
23,Feb,Tue,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,3,no
1,Feb,Wed,Summer,248,25,14,47,264.249,h_school,2,1,86,165,32,8,yes
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
28,Feb,Thr,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,3,no
27,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
27,Feb,Thr,Summer,179,26,9,30,264.249,postgrad,0,0,56,171,19,2,no
28,Feb,Fri,Summer,225,15,15,41,264.249,master_phd,2,2,94,182,28,2,no
27,Feb,Fri,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
19,Feb,Mon,Summer,233,51,1,31,264.249,graduate,1,8,68,178,21,2,yes
27,Feb,Mon,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
7,Feb,Tue,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,8,yes
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,3,no
27,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,3,no
25,Feb,Thr,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,3,no
13,Feb,Thr,Summer,179,26,9,30,264.249,postgrad,0,0,56,171,19,2,yes
23,Feb,Fri,Summer,179,22,17,40,264.249,graduate,2,0,63,170,22,2,no
27,Feb,Fri,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,3,no
12,Feb,Wed,Summer,233,51,1,31,264.249,graduate,1,8,68,178,21,3,yes
27,Feb,Wed,Summer,179,26,9,30,264.249,postgrad,0,0,56,171,19,2,no
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
13,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,8,yes
27,Feb,Fri,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
25,Feb,Mon,Summer,155,12,14,34,264.249,h_school,2,0,95,196,25,5,no
25,Feb,Mon,Summer,235,16,8,32,264.249,postgrad,0,0,75,178,25,3,no
27,Feb,Mon,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
7,Feb,Mon,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,2,yes
27,Feb,Tue,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
23,Feb,Tue,Summer,248,25,14,47,264.249,h_school,2,1,86,165,32,2,no
25,Feb,Tue,Summer,225,26,9,28,264.249,h_school,1,2,69,169,24,2,no
27,Feb,Wed,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
27,Feb,Thr,Summer,179,51,18,38,264.249,h_school,0,0,89,170,31,2,no
25,Feb,Fri,Summer,235,16,8,32,264.249,postgrad,0,0,75,178,25,2,no
27,Mar,Mon,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
23,Mar,Mon,Summer,248,25,14,47,222.196,h_school,2,1,86,165,32,2,no
25,Mar,Tue,Summer,228,14,16,58,222.196,h_school,2,1,65,172,22,3,no
25,Mar,Tue,Summer,248,25,14,47,222.196,h_school,2,1,86,165,32,3,no
12,Mar,Tue,Summer,228,14,16,58,222.196,h_school,2,1,65,172,22,112,yes
27,Mar,Wed,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
27,Mar,Thr,Summer,225,26,9,28,222.196,h_school,1,2,69,169,24,2,no
27,Mar,Thr,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
25,Mar,Thr,Summer,225,26,9,28,222.196,h_school,1,2,69,169,24,2,no
27,Mar,Fri,Summer,179,26,9,30,222.196,postgrad,0,0,56,171,19,3,no
25,Mar,Mon,Summer,235,16,8,32,222.196,postgrad,0,0,75,178,25,3,no
19,Mar,Mon,Summer,361,52,3,28,222.196,h_school,1,4,80,172,27,8,yes
13,Mar,Tue,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,8,yes
27,Mar,Wed,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
27,Mar,Thr,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
27,Mar,Fri,Summer,179,26,9,30,222.196,postgrad,0,0,56,171,19,2,no
10,Mar,Mon,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,4,yes
13,Mar,Mon,Summer,248,25,14,47,222.196,h_school,2,1,86,165,32,2,yes
27,Mar,Mon,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
7,Mar,Mon,Summer,225,26,9,28,222.196,h_school,1,2,69,169,24,8,yes
27,Mar,Tue,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
23,Mar,Wed,Summer,289,36,13,33,222.196,h_school,2,1,90,172,30,8,no
25,Mar,Wed,Summer,228,14,16,58,222.196,h_school,2,1,65,172,22,2,no
27,Mar,Wed,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,2,no
23,Mar,Thr,Summer,248,25,14,47,222.196,h_school,2,1,86,165,32,3,no
27,Mar,Thr,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
23,Mar,Fri,Summer,179,26,9,30,222.196,postgrad,0,0,56,171,19,2,no
27,Mar,Fri,Summer,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
27,Mar,Tue,Fall,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
23,Mar,Wed,Fall,118,15,24,46,222.196,h_school,2,0,75,175,25,8,no
13,Mar,Wed,Fall,155,12,14,34,222.196,h_school,2,0,95,196,25,24,yes
27,Mar,Wed,Fall,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
27,Mar,Thr,Fall,179,51,18,38,222.196,h_school,0,0,89,170,31,3,no
13,Mar,Mon,Fall,179,26,9,30,222.196,postgrad,0,0,56,171,19,2,yes
19,Mar,Mon,Fall,289,36,13,33,222.196,h_school,2,1,90,172,30,104,yes
22,Mar,Wed,Fall,369,17,12,31,222.196,h_school,3,0,70,169,25,8,no
13,Apr,Mon,Fall,225,26,9,28,246.288,h_school,1,2,69,169,24,8,yes
10,Apr,Mon,Fall,118,10,10,37,246.288,h_school,0,0,83,172,28,8,yes
19,Apr,Tue,Fall,361,52,3,28,246.288,h_school,1,4,80,172,27,8,yes
19,Apr,Wed,Fall,248,25,14,47,246.288,h_school,2,1,86,165,32,8,yes
13,Apr,Thr,Fall,189,29,13,33,246.288,h_school,2,2,69,167,25,8,yes
27,Apr,Fri,Fall,179,26,9,30,246.288,postgrad,0,0,56,171,19,2,no
7,Apr,Mon,Fall,369,17,12,31,246.288,h_school,3,0,70,169,25,24,yes
16,Apr,Tue,Fall,179,22,17,40,246.288,graduate,2,0,63,170,22,2,yes
23,Apr,Tue,Fall,118,13,18,50,246.288,h_school,1,0,98,178,31,3,no
23,Apr,Tue,Fall,361,52,3,28,246.288,h_school,1,4,80,172,27,2,no
10,Apr,Wed,Fall,118,10,10,37,246.288,h_school,0,0,83,172,28,2,yes
22,Apr,Fri,Fall,235,11,14,37,246.288,postgrad,1,1,88,172,29,8,no
27,Apr,Fri,Fall,179,26,9,30,246.288,postgrad,0,0,56,171,19,2,no
19,Apr,Mon,Fall,225,26,9,28,246.288,h_school,1,2,69,169,24,8,yes
16,Apr,Tue,Fall,235,16,8,32,246.288,postgrad,0,0,75,178,25,3,yes
27,Apr,Fri,Fall,179,26,9,30,246.288,postgrad,0,0,56,171,19,2,no
28,Apr,Tue,Fall,155,12,14,34,246.288,h_school,2,0,95,196,25,4,no
19,Apr,Thr,Fall,225,26,9,28,246.288,h_school,1,2,69,169,24,8,yes
14,Apr,Thr,Fall,118,13,18,50,246.288,h_school,1,0,98,178,31,2,yes
27,Apr,Fri,Fall,179,26,9,30,246.288,postgrad,0,0,56,171,19,2,no
22,May,Mon,Fall,235,11,14,37,237.656,postgrad,1,1,88,172,29,8,no
19,May,Wed,Fall,225,15,15,41,237.656,master_phd,2,2,94,182,28,3,yes
28,May,Wed,Fall,235,16,8,32,237.656,postgrad,0,0,75,178,25,2,no
8,May,Wed,Fall,118,10,10,37,237.656,h_school,0,0,83,172,28,3,yes
26,May,Wed,Fall,235,20,13,43,237.656,h_school,1,0,106,167,38,8,no
13,May,Thr,Fall,179,26,9,30,237.656,postgrad,0,0,56,171,19,1,yes
28,May,Thr,Fall,291,31,12,40,237.656,h_school,1,1,73,171,25,2,no
14,May,Thr,Fall,225,15,15,41,237.656,master_phd,2,2,94,182,28,8,yes
19,May,Fri,Fall,300,26,13,43,237.656,h_school,2,1,77,175,25,64,yes
22,May,Fri,Fall,225,15,15,41,237.656,master_phd,2,2,94,182,28,8,no
27,May,Fri,Fall,179,26,9,30,237.656,postgrad,0,0,56,171,19,2,no
23,May,Mon,Fall,118,13,18,50,237.656,h_school,1,0,98,178,31,2,no
5,May,Tue,Fall,118,13,18,50,237.656,h_school,1,0,98,178,31,3,yes
28,May,Tue,Fall,118,10,10,37,237.656,h_school,0,0,83,172,28,1,no
0,May,Tue,Fall,118,13,18,50,237.656,h_school,1,0,98,178,31,0,no
27,May,Wed,Fall,179,26,9,30,237.656,postgrad,0,0,56,171,19,2,no
0,May,Wed,Fall,378,49,11,36,237.656,h_school,2,4,65,174,21,0,no
16,May,Fri,Fall,179,22,17,40,237.656,graduate,2,0,63,170,22,1,yes
10,May,Mon,Fall,155,12,14,34,237.656,h_school,2,0,95,196,25,48,yes
10,May,Mon,Fall,235,16,8,32,237.656,postgrad,0,0,75,178,25,8,yes
22,May,Wed,Fall,291,31,12,40,237.656,h_school,1,1,73,171,25,8,no
10,May,Wed,Fall,179,22,17,40,237.656,graduate,2,0,63,170,22,8,yes
6,May,Wed,Fall,225,26,9,28,237.656,h_school,1,2,69,169,24,3,yes
10,May,Thr,Fall,330,16,4,28,237.656,graduate,0,0,84,182,25,8,yes
23,May,Thr,Fall,235,16,8,32,237.656,postgrad,0,0,75,178,25,2,no
28,May,Thr,Fall,291,31,12,40,237.656,h_school,1,1,73,171,25,2,no
27,May,Fri,Fall,179,26,9,30,237.656,postgrad,0,0,56,171,19,2,no
7,May,Mon,Fall,361,52,3,28,237.656,h_school,1,4,80,172,27,8,yes
23,May,Wed,Fall,155,12,14,34,237.656,h_school,2,0,95,196,25,2,no
25,May,Fri,Fall,179,22,17,40,237.656,graduate,2,0,63,170,22,8,no
10,May,Fri,Fall,155,12,14,34,237.656,h_school,2,0,95,196,25,8,yes
11,May,Mon,Fall,225,26,9,28,237.656,h_school,1,2,69,169,24,1,yes
7,Jun,Wed,Fall,118,15,24,46,275.089,h_school,2,0,75,175,25,8,yes
27,Jun,Wed,Fall,179,26,9,30,275.089,postgrad,0,0,56,171,19,3,no
26,Jun,Fri,Fall,118,10,10,37,275.089,h_school,0,0,83,172,28,8,no
10,Jun,Wed,Fall,118,10,10,37,275.089,h_school,0,0,83,172,28,8,yes
22,Jun,Thr,Fall,378,49,11,36,275.089,h_school,2,4,65,174,21,8,no
19,Jun,Thr,Fall,118,13,18,50,275.089,h_school,1,0,98,178,31,24,yes
19,Jun,Fri,Fall,233,51,1,31,275.089,graduate,1,8,68,178,21,8,yes
27,Jun,Fri,Fall,179,26,9,30,275.089,postgrad,0,0,56,171,19,2,no
0,Jun,Mon,Fall,235,29,12,48,275.089,h_school,1,5,88,163,33,0,no
0,Jun,Mon,Fall,268,11,8,33,275.089,graduate,0,0,79,178,25,0,no
19,Jun,Thr,Fall,118,13,18,50,275.089,h_school,1,0,98,178,31,3,yes
13,Jun,Thr,Fall,179,26,9,30,275.089,postgrad,0,0,56,171,19,2,yes
28,Jun,Thr,Fall,291,31,12,40,275.089,h_school,1,1,73,171,25,2,no
13,Jun,Mon,Spring,179,26,9,30,275.089,postgrad,0,0,56,171,19,3,yes
25,Jun,Mon,Spring,118,10,10,37,275.089,h_school,0,0,83,172,28,3,no
22,Jun,Thr,Spring,233,51,1,31,275.089,graduate,1,8,68,178,21,8,no
8,Jun,Fri,Spring,118,10,10,37,275.089,h_school,0,0,83,172,28,2,yes
10,Jun,Wed,Spring,118,10,10,37,275.089,h_school,0,0,83,172,28,3,yes
22,Jun,Wed,Spring,233,51,1,31,275.089,graduate,1,8,68,178,21,3,no
26,Jul,Wed,Spring,235,20,13,43,264.604,h_school,1,0,106,167,38,4,no
19,Jul,Fri,Spring,233,51,1,31,264.604,graduate,1,8,68,178,21,2,yes
6,Jul,Mon,Spring,228,14,16,58,264.604,h_school,2,1,65,172,22,8,yes
28,Jul,Mon,Spring,118,10,10,37,264.604,h_school,0,0,83,172,28,4,no
6,Jul,Tue,Spring,228,14,16,58,264.604,h_school,2,1,65,172,22,120,yes
22,Jul,Tue,Spring,189,29,13,33,264.604,h_school,2,2,69,167,25,16,no
23,Jul,Wed,Spring,118,10,10,37,264.604,h_school,0,0,83,172,28,2,no
22,Jul,Wed,Spring,361,52,3,28,264.604,h_school,1,4,80,172,27,8,no
22,Jul,Wed,Spring,225,26,9,28,264.604,h_school,1,2,69,169,24,8,no
13,Jul,Mon,Spring,369,17,12,31,264.604,h_school,3,0,70,169,25,80,yes
14,Jul,Tue,Spring,289,36,13,33,264.604,h_school,2,1,90,172,30,8,yes
11,Jul,Tue,Spring,235,11,14,37,264.604,postgrad,1,1,88,172,29,4,yes
0,Unkown,Tue,Spring,118,14,13,40,271.219,h_school,1,8,98,170,34,0,no
0,Unkown,Wed,Summer,231,35,14,39,271.219,h_school,2,2,100,170,35,0,no
0,Unkown,Fri,Fall,179,45,14,53,271.219,h_school,1,1,77,175,25,0,no
